,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
91,2022-11-17,70.4,71.5,70.0,70.11,799751
90,2022-11-18,70.21,70.74,69.5,70.15,314745
89,2022-11-21,70.51,70.94,69.65,70.31,297909
88,2022-11-22,67.51,71.32,67.51,70.48,713002
87,2022-11-23,70.7,70.8,69.12,69.73,537907
86,2022-11-24,69.89,71.69,69.52,71.22,956175
85,2022-11-25,71.62,71.98,69.81,69.99,1015192
84,2022-11-28,66.9,67.0,64.75,64.75,4303709
83,2022-11-29,64.0,64.98,62.08,63.72,1825516
82,2022-11-30,64.0,64.3,63.2,63.62,819629
124,2022-12-01,64.29,64.3,62.71,62.87,422378
123,2022-12-02,62.87,62.98,59.32,60.1,974400
122,2022-12-05,60.98,60.98,56.8,57.47,865132
121,2022-12-06,57.6,58.37,55.0,56.75,2606794
120,2022-12-07,57.5,58.2,57.13,57.5,1925584
119,2022-12-08,57.52,57.89,54.09,54.42,2862404
118,2022-12-09,54.42,55.5,54.26,55.3,829681
117,2022-12-12,55.9,55.9,54.0,54.64,413325
116,2022-12-13,55.0,55.5,54.1,54.22,673948
115,2022-12-14,54.8,55.1,53.76,54.34,534434
114,2022-12-15,54.34,54.6,52.5,53.51,1783060
113,2022-12-16,53.25,54.0,52.6,53.15,440405
112,2022-12-19,53.15,53.98,51.51,52.07,533818
111,2022-12-20,51.98,51.98,48.17,48.54,1513740
110,2022-12-21,48.5,49.4,47.06,47.71,792069
109,2022-12-22,48.0,49.45,47.02,48.46,896066
108,2022-12-23,48.46,48.46,46.6,47.07,384901
107,2022-12-26,47.69,49.24,47.5,48.75,533803
106,2022-12-27,49.0,49.1,47.99,48.5,830804
105,2022-12-28,48.25,49.38,48.03,48.77,455998
104,2022-12-29,48.8,50.95,48.4,50.7,990202
103,2022-12-30,51.37,52.49,49.8,51.43,1034243
