,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
64,2022-10-26,80.75,81.25,80.1,80.8,2808617
63,2022-10-27,80.7,82.35,80.55,81.94,2102416
62,2022-10-28,81.94,81.95,81.01,81.28,397000
61,2022-10-31,80.52,81.5,80.52,80.73,222984
102,2022-11-01,80.65,81.19,80.51,80.8,437638
101,2022-11-02,81.44,81.98,80.7,81.51,395429
100,2022-11-03,81.38,82.0,81.05,81.52,168083
99,2022-11-04,81.05,81.9,80.8,81.52,372681
98,2022-11-07,81.77,81.77,80.83,81.18,380474
97,2022-11-08,81.05,81.9,81.05,81.52,242449
96,2022-11-10,81.3,82.08,81.3,81.96,542505
95,2022-11-11,81.65,81.99,81.5,81.71,724860
94,2022-11-14,81.6,81.6,81.05,81.39,327928
93,2022-11-15,81.17,81.7,81.15,81.59,318657
92,2022-11-16,81.16,81.9,81.16,81.68,790308
91,2022-11-17,81.75,81.75,81.45,81.53,1021548
90,2022-11-18,81.53,81.7,81.1,81.69,541115
89,2022-11-21,81.69,81.99,81.2,81.49,743223
88,2022-11-22,81.25,81.79,81.25,81.68,506167
87,2022-11-23,81.89,81.89,81.45,81.6,498109
86,2022-11-24,81.12,81.85,80.9,81.72,813753
85,2022-11-25,81.75,81.85,81.5,81.82,230116
84,2022-11-28,81.0,81.25,80.25,80.54,2330439
83,2022-11-29,80.7,81.25,80.12,81.22,703161
82,2022-11-30,81.45,81.65,81.0,81.32,828195
124,2022-12-01,81.51,81.85,81.25,81.57,234331
123,2022-12-02,81.1,81.75,80.9,81.27,460370
122,2022-12-05,81.3,81.84,81.01,81.09,428551
121,2022-12-06,81.45,81.5,80.9,81.21,1029086
120,2022-12-07,81.11,81.5,81.0,81.32,1002201
119,2022-12-08,81.6,81.68,81.12,81.53,269912
118,2022-12-09,81.3,82.3,81.1,81.3,725154
117,2022-12-12,81.3,81.74,81.05,81.24,137587
116,2022-12-13,81.12,82.35,81.11,82.14,377947
115,2022-12-14,81.74,82.0,81.06,81.82,271460
114,2022-12-15,82.15,82.8,79.31,79.57,2619687
113,2022-12-16,79.9,80.55,79.8,80.41,709145
112,2022-12-19,80.3,80.45,79.9,80.02,229850
111,2022-12-20,80.0,80.0,77.5,78.96,1271107
110,2022-12-21,78.8,79.73,78.48,78.61,522243
109,2022-12-22,78.4,78.98,77.95,78.35,1388830
108,2022-12-23,78.0,78.5,77.45,77.86,1072440
107,2022-12-26,78.49,78.94,78.0,78.52,376336
106,2022-12-27,78.65,78.65,76.06,76.32,2135618
105,2022-12-28,76.49,76.49,74.6,74.91,1713219
104,2022-12-29,75.25,77.7,75.03,77.25,904296
103,2022-12-30,77.26,78.0,76.55,76.89,620014
