,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
45,2022-09-22,53.76,54.99,52.5,54.12,443219
44,2022-09-23,54.0,55.55,53.0,54.79,169767
43,2022-09-26,54.98,57.8,54.0,57.06,725500
42,2022-09-27,57.89,57.9,56.21,56.92,228170
41,2022-09-28,57.49,57.49,56.01,56.1,177900
40,2022-09-29,56.25,56.49,55.25,55.4,137772
39,2022-09-30,55.4,55.87,54.8,55.13,388268
81,2022-10-03,55.2,55.54,53.5,54.93,140412
80,2022-10-04,54.61,55.55,53.9,54.19,322734
79,2022-10-05,54.5,56.0,54.1,55.51,602247
78,2022-10-06,55.89,57.26,55.89,56.97,1139818
77,2022-10-07,56.6,57.25,55.7,55.9,335700
76,2022-10-10,56.76,56.76,55.61,55.91,84613
75,2022-10-11,56.47,56.47,54.7,54.9,468379
74,2022-10-12,55.0,55.65,54.4,54.51,321692
73,2022-10-13,54.99,55.0,54.25,54.43,127180
72,2022-10-14,54.75,55.0,54.0,54.61,111772
71,2022-10-17,54.21,54.49,54.06,54.15,48361
70,2022-10-18,54.45,54.45,53.49,53.65,163286
69,2022-10-19,54.38,54.49,53.5,53.65,174847
68,2022-10-20,54.1,54.35,53.7,53.85,112775
67,2022-10-21,53.75,54.0,52.5,53.05,366764
66,2022-10-24,54.09,54.09,52.46,52.59,430073
65,2022-10-25,52.5,53.7,52.0,53.01,342777
64,2022-10-26,52.5,53.0,52.0,52.6,334812
63,2022-10-27,52.6,52.6,51.8,52.0,421611
62,2022-10-28,52.02,52.15,51.0,51.51,349533
61,2022-10-31,51.51,52.5,51.25,51.43,63396
102,2022-11-01,51.8,52.3,51.4,52.18,347506
101,2022-11-02,52.05,52.25,51.65,51.8,232896
100,2022-11-03,52.0,53.49,52.0,52.48,312290
99,2022-11-04,51.52,52.25,51.52,51.89,80493
98,2022-11-07,51.99,52.25,51.7,52.01,92357
97,2022-11-08,52.1,52.45,51.8,51.88,220967
96,2022-11-10,52.09,52.9,51.87,52.23,445733
95,2022-11-11,52.35,52.56,51.88,51.93,222900
94,2022-11-14,51.82,51.82,51.51,51.63,72860
93,2022-11-15,51.08,51.63,51.0,51.1,406224
92,2022-11-16,51.28,51.28,50.38,50.44,380948
91,2022-11-17,50.98,50.98,49.58,49.77,618333
90,2022-11-18,49.54,49.89,49.0,49.46,137674
89,2022-11-21,49.5,50.2,49.4,50.01,122984
88,2022-11-22,50.14,50.23,49.6,49.96,211583
87,2022-11-23,50.14,50.15,49.75,49.83,65651
86,2022-11-24,49.9,50.05,49.5,49.63,337224
85,2022-11-25,50.0,50.26,49.0,49.19,743323
84,2022-11-28,48.33,48.9,45.78,46.6,404956
83,2022-11-29,47.48,47.48,46.0,46.66,264764
82,2022-11-30,47.49,47.49,46.02,47.02,326963
124,2022-12-01,46.9,47.28,46.6,46.72,56318
123,2022-12-02,46.9,46.9,45.0,45.75,171889
122,2022-12-05,46.43,46.43,43.1,44.18,237835
121,2022-12-06,44.87,44.87,43.11,43.85,151240
120,2022-12-07,44.0,45.1,43.99,44.93,103606
119,2022-12-08,45.0,45.19,43.9,43.99,58088
118,2022-12-09,44.0,47.28,43.35,46.24,111807
117,2022-12-12,47.0,47.0,44.5,44.79,60883
116,2022-12-13,44.55,47.0,43.2,45.83,531990
115,2022-12-14,45.69,46.7,44.55,46.07,186141
114,2022-12-15,45.5,46.5,44.1,45.53,369112
113,2022-12-16,45.13,47.0,44.02,46.39,516649
112,2022-12-19,45.52,48.2,44.8,47.81,1646912
111,2022-12-20,47.44,47.44,44.5,44.82,277461
110,2022-12-21,43.74,45.48,43.72,44.18,261105
109,2022-12-22,44.5,45.0,43.5,44.14,259187
108,2022-12-23,44.14,44.25,43.5,43.88,69255
107,2022-12-26,43.4,44.5,43.4,43.71,47717
106,2022-12-27,43.5,43.99,42.75,43.03,120874
105,2022-12-28,43.02,43.02,40.11,40.69,993745
104,2022-12-29,40.49,43.74,39.7,42.52,1409254
103,2022-12-30,41.52,45.7,41.52,45.35,1954629
