,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
93,2022-11-15,416.0,416.0,409.9,410.34,81464
92,2022-11-16,412.99,412.99,410.0,411.97,32078
91,2022-11-17,415.9,416.0,411.0,411.69,64973
90,2022-11-18,409.11,415.5,407.5,414.61,57846
89,2022-11-21,412.75,415.49,409.02,412.25,35592
88,2022-11-22,412.25,415.5,410.51,414.62,57006
87,2022-11-23,414.7,420.75,414.0,419.41,245706
86,2022-11-24,418.46,420.01,414.0,415.67,172119
85,2022-11-25,418.5,422.24,417.0,419.61,146102
84,2022-11-28,415.0,415.02,406.0,408.51,258190
83,2022-11-29,405.01,414.0,405.0,411.15,238341
82,2022-11-30,413.5,421.0,410.0,420.35,913516
124,2022-12-01,417.0,420.5,417.0,418.48,88139
123,2022-12-02,422.0,422.0,416.0,418.04,81371
122,2022-12-05,415.02,418.99,414.51,415.06,59746
121,2022-12-06,418.1,419.9,413.01,418.21,251814
120,2022-12-07,418.75,421.2,415.01,417.41,176640
119,2022-12-08,419.89,419.89,412.51,413.57,106079
118,2022-12-09,418.37,418.37,412.0,414.08,198581
117,2022-12-12,416.95,416.95,412.0,414.18,107868
116,2022-12-13,414.79,414.79,410.01,413.84,61913
115,2022-12-14,414.99,414.99,411.12,412.38,22431
114,2022-12-15,414.79,414.79,402.0,402.93,130926
113,2022-12-16,405.0,406.0,402.5,404.55,52742
112,2022-12-19,407.49,407.49,401.01,402.03,40544
111,2022-12-20,401.01,403.85,393.9,394.77,152172
110,2022-12-21,394.77,405.0,392.0,394.6,153807
109,2022-12-22,398.0,399.99,390.11,398.38,86721
108,2022-12-23,399.99,399.99,393.1,398.67,362272
107,2022-12-26,401.0,408.0,396.12,406.46,173619
106,2022-12-27,408.0,420.0,403.12,414.8,467693
105,2022-12-28,417.5,417.5,399.2,402.62,124194
104,2022-12-29,405.7,405.7,396.0,403.56,253335
103,2022-12-30,405.9,414.0,390.0,392.85,455366
