,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
52,2022-09-13,87.53,88.75,86.81,87.99,409207
51,2022-09-14,88.49,88.49,86.52,86.76,193026
50,2022-09-15,87.49,87.6,83.3,84.56,422866
49,2022-09-16,84.0,86.0,82.7,83.15,1606236
48,2022-09-19,83.4,84.78,81.5,81.89,715849
47,2022-09-20,82.4,83.3,81.51,82.04,619915
46,2022-09-21,82.04,83.0,81.38,81.91,257611
45,2022-09-22,82.7,82.7,80.11,81.81,604518
44,2022-09-23,82.7,82.7,80.5,80.94,4937798
43,2022-09-26,80.61,82.49,80.61,81.05,522497
42,2022-09-27,81.79,81.79,80.62,81.06,937046
41,2022-09-28,81.7,84.1,81.15,81.47,1037680
40,2022-09-29,80.01,80.01,75.36,75.36,1825607
39,2022-09-30,69.71,69.71,69.71,69.71,697317
81,2022-10-03,67.26,70.95,67.05,68.19,13165202
80,2022-10-04,68.5,70.6,68.39,69.37,3411030
79,2022-10-05,69.03,70.59,69.03,69.61,940289
78,2022-10-06,69.98,71.39,69.5,71.13,2492074
77,2022-10-07,71.0,72.0,70.1,71.58,2131520
76,2022-10-10,72.49,72.49,70.7,71.52,1457962
75,2022-10-11,71.75,72.9,71.4,71.52,1303660
74,2022-10-12,71.5,72.0,70.01,71.64,883409
73,2022-10-13,71.99,71.99,71.35,71.53,1179978
72,2022-10-14,72.0,72.5,70.61,71.55,2259053
71,2022-10-17,71.9,71.9,71.4,71.51,1290144
70,2022-10-18,71.94,71.94,71.3,71.55,1366844
69,2022-10-19,71.5,71.8,71.4,71.53,1289881
68,2022-10-20,71.74,71.74,71.37,71.49,3777764
67,2022-10-21,71.49,71.89,70.5,71.49,3101946
66,2022-10-24,71.85,71.85,70.8,71.5,1516345
65,2022-10-25,71.51,71.68,70.8,71.09,524964
64,2022-10-26,71.0,71.1,69.52,69.85,646270
63,2022-10-27,70.99,70.99,69.46,69.78,399202
62,2022-10-28,70.88,70.88,69.13,69.55,356998
61,2022-10-31,69.5,70.48,69.35,69.73,491769
102,2022-11-01,70.49,70.5,69.7,69.97,992103
101,2022-11-02,69.85,70.49,69.08,69.29,517560
100,2022-11-03,69.48,70.0,68.7,69.11,1513917
99,2022-11-04,68.01,68.4,67.3,67.42,257254
98,2022-11-07,67.51,68.67,67.51,67.65,302170
97,2022-11-08,68.0,68.25,67.51,67.6,369854
96,2022-11-10,68.0,71.25,67.5,69.62,3760847
95,2022-11-11,69.99,70.29,69.26,69.49,541124
94,2022-11-14,69.49,70.29,69.1,69.92,575232
93,2022-11-15,70.0,70.0,69.6,69.76,497806
92,2022-11-16,69.2,69.9,68.75,69.16,352781
91,2022-11-17,69.16,69.9,68.36,68.48,329673
90,2022-11-18,69.4,69.4,67.85,68.29,637019
89,2022-11-21,67.52,68.49,67.5,68.13,265275
88,2022-11-22,68.9,68.92,68.0,68.27,100657
87,2022-11-23,68.73,68.95,68.11,68.37,132930
86,2022-11-24,68.1,68.67,67.51,67.68,1192088
85,2022-11-25,68.48,68.48,67.76,68.0,1248248
84,2022-11-28,69.0,69.0,66.5,66.94,712640
83,2022-11-29,67.87,68.5,66.52,68.2,778638
82,2022-11-30,68.49,68.75,66.5,66.59,807766
124,2022-12-01,66.98,70.1,66.98,67.92,5477595
123,2022-12-02,68.45,68.9,67.51,68.6,1432799
122,2022-12-05,69.45,69.45,67.6,67.78,876686
121,2022-12-06,68.0,68.29,67.15,67.93,311749
120,2022-12-07,68.0,68.25,67.3,67.5,1709572
119,2022-12-08,68.34,68.34,66.75,66.9,665889
118,2022-12-09,67.65,67.75,65.5,65.77,1549529
117,2022-12-12,66.29,66.35,65.2,65.57,5508129
116,2022-12-13,65.5,66.8,65.1,65.97,3577369
115,2022-12-14,65.55,66.45,65.55,65.85,738520
114,2022-12-15,66.0,66.0,62.11,64.34,2313381
113,2022-12-16,64.89,65.35,63.2,64.49,470757
112,2022-12-19,65.0,66.0,64.02,64.77,705108
111,2022-12-20,64.1,65.0,62.35,62.96,663578
110,2022-12-21,64.49,64.49,62.01,62.6,503372
109,2022-12-22,63.0,63.82,62.5,62.94,508933
108,2022-12-23,62.95,63.45,61.45,62.05,313705
107,2022-12-26,63.43,63.43,62.22,62.68,413864
106,2022-12-27,63.4,63.4,61.94,62.63,232433
105,2022-12-28,62.89,62.89,61.7,61.95,256561
104,2022-12-29,62.75,62.75,59.25,59.92,3057746
103,2022-12-30,60.34,64.0,59.6,63.73,3213843
