,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
85,2022-11-25,28.08,28.1,27.3,27.45,706731
84,2022-11-28,26.0,26.05,25.4,25.4,7470508
83,2022-11-29,25.55,25.65,24.75,25.28,2312237
82,2022-11-30,25.4,25.5,25.0,25.37,1009402
124,2022-12-01,25.4,25.52,24.86,24.99,771142
123,2022-12-02,24.8,25.4,24.25,24.49,1877699
122,2022-12-05,24.5,24.5,23.41,23.68,1986774
121,2022-12-06,23.9,24.05,23.4,23.56,2599117
120,2022-12-07,23.85,24.15,23.66,24.05,1860898
119,2022-12-08,24.06,24.15,23.65,23.75,1320895
118,2022-12-09,23.89,23.89,23.35,23.57,1882750
117,2022-12-12,23.57,23.8,23.3,23.39,564856
116,2022-12-13,23.78,23.78,23.35,23.46,693714
115,2022-12-14,23.57,23.63,23.15,23.37,1346028
114,2022-12-15,23.4,23.4,22.3,22.9,4526229
113,2022-12-16,22.85,22.95,22.71,22.81,1684045
112,2022-12-19,23.0,23.0,22.02,22.29,1479252
111,2022-12-20,22.45,23.96,21.3,22.75,4679827
110,2022-12-21,22.2,22.9,21.95,22.08,1229223
109,2022-12-22,22.2,22.59,21.8,22.45,2147774
108,2022-12-23,22.13,22.29,21.2,21.67,5075205
107,2022-12-26,21.45,22.22,21.25,22.01,4747382
106,2022-12-27,22.14,22.14,21.46,21.74,2563179
105,2022-12-28,21.99,21.99,20.7,21.36,4252139
104,2022-12-29,21.39,22.74,21.12,22.21,3899780
103,2022-12-30,22.2,23.0,21.82,22.57,5228335
