,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
81,2022-10-03,22.7,23.9,22.45,23.47,12357898
80,2022-10-04,23.48,23.84,23.38,23.54,4826122
79,2022-10-05,23.5,23.68,22.95,23.02,5817019
78,2022-10-06,23.2,23.75,23.14,23.21,7326281
77,2022-10-07,23.1,23.2,22.73,23.09,4087079
76,2022-10-10,22.85,24.1,22.85,23.87,12650656
75,2022-10-11,23.87,24.1,23.01,23.36,9917945
74,2022-10-12,23.15,23.49,22.85,22.99,2212337
73,2022-10-13,22.79,23.3,22.72,23.08,3195985
72,2022-10-14,23.12,23.33,22.55,22.69,3035373
71,2022-10-17,22.69,22.84,21.9,21.98,3862711
70,2022-10-18,21.99,22.43,21.49,21.73,4902101
69,2022-10-19,21.9,22.45,21.77,22.33,2543576
68,2022-10-20,22.15,22.6,22.05,22.13,1897708
67,2022-10-21,22.3,22.48,21.35,22.03,4319847
66,2022-10-24,22.41,22.47,21.69,21.77,3439445
65,2022-10-25,21.85,22.0,21.35,21.48,6005219
64,2022-10-26,21.35,21.35,19.99,20.09,7996219
63,2022-10-27,20.09,20.6,19.96,20.41,6454596
62,2022-10-28,20.2,20.43,19.51,19.7,1915927
61,2022-10-31,19.26,20.1,19.26,19.54,1103146
102,2022-11-01,19.63,20.69,19.63,20.54,3400537
101,2022-11-02,20.6,20.69,20.16,20.35,1749695
100,2022-11-03,20.31,21.07,20.2,20.75,4739458
99,2022-11-04,20.1,20.65,19.82,19.94,6429461
98,2022-11-07,20.14,20.5,20.05,20.12,1263390
97,2022-11-08,20.16,20.35,19.93,19.99,1274721
96,2022-11-10,20.0,20.4,20.0,20.27,1757789
95,2022-11-11,20.4,20.45,20.15,20.27,1331938
94,2022-11-14,20.37,20.37,19.55,19.72,4163991
93,2022-11-15,19.85,20.15,18.65,18.92,10766104
92,2022-11-16,18.91,18.91,17.8,18.36,19422092
91,2022-11-17,18.44,18.65,17.02,17.37,11590963
90,2022-11-18,16.78,17.3,16.08,16.72,58795455
89,2022-11-21,16.9,17.38,16.85,17.13,8730836
88,2022-11-22,17.24,17.95,17.09,17.58,14080015
87,2022-11-23,17.7,17.74,17.24,17.34,3350807
86,2022-11-24,17.45,17.45,17.01,17.12,5099863
85,2022-11-25,17.4,17.41,17.0,17.09,3310245
84,2022-11-28,16.4,16.9,16.35,16.6,6808658
83,2022-11-29,16.6,17.74,16.52,17.56,10135001
82,2022-11-30,17.56,17.6,17.16,17.2,3277887
124,2022-12-01,17.3,17.35,16.91,17.01,2706637
123,2022-12-02,16.9,17.19,16.45,16.88,3112482
122,2022-12-05,17.12,17.15,16.5,16.57,2319301
121,2022-12-06,16.7,16.87,16.51,16.74,2560446
120,2022-12-07,16.88,17.1,16.74,16.77,2120023
119,2022-12-08,16.88,16.89,16.5,16.54,1563443
118,2022-12-09,16.65,16.65,16.15,16.3,2861975
117,2022-12-12,16.26,16.43,15.76,15.88,2770622
116,2022-12-13,15.89,16.0,15.5,15.62,4005503
115,2022-12-14,15.6,16.38,15.55,16.02,8262372
114,2022-12-15,15.87,16.05,15.6,15.72,3616838
113,2022-12-16,15.89,15.89,15.15,15.34,4859231
112,2022-12-19,15.37,15.49,14.56,14.97,3918216
111,2022-12-20,14.92,15.04,13.85,13.95,6393729
110,2022-12-21,13.94,14.24,13.1,13.58,4662989
109,2022-12-22,13.76,14.44,13.62,14.24,3183050
108,2022-12-23,14.2,14.65,13.72,14.34,4144039
107,2022-12-26,14.54,14.8,14.45,14.64,1728012
106,2022-12-27,14.64,14.75,14.16,14.24,1109501
105,2022-12-28,14.2,14.49,14.1,14.23,2503073
104,2022-12-29,14.38,14.38,13.95,14.17,1928751
103,2022-12-30,14.1,14.45,14.01,14.12,2368245
