,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
50,2022-09-09,91.1,92.45,91.1,92.45,4500
49,2022-09-12,90.67,92.99,90.67,91.01,6000
48,2022-09-13,92.3,92.3,90.5,92.0,3000
47,2022-09-14,91.49,92.97,91.0,91.4,9500
46,2022-09-15,92.25,92.25,92.25,92.25,500
45,2022-09-16,91.0,91.0,91.0,91.0,2000
44,2022-09-19,92.74,92.74,90.75,90.75,2500
43,2022-09-20,90.51,94.0,90.02,92.82,50000
42,2022-09-21,92.0,92.5,90.0,90.28,24000
41,2022-09-22,89.53,90.0,88.75,89.08,4500
40,2022-09-23,89.11,90.0,89.0,89.84,30000
39,2022-09-26,90.94,90.95,90.9,90.93,1500
38,2022-09-27,90.94,91.01,90.0,90.0,9000
37,2022-09-28,89.0,91.92,89.0,89.5,5000
36,2022-09-29,88.11,88.3,88.11,88.26,2500
35,2022-09-30,89.0,91.0,89.0,90.59,11000
77,2022-10-03,91.47,91.5,91.0,91.0,6000
76,2022-10-04,90.52,91.4,90.0,91.06,11500
75,2022-10-05,90.03,91.0,90.02,90.98,4500
74,2022-10-06,89.61,92.5,89.5,91.99,21000
73,2022-10-07,91.99,91.99,90.0,90.0,36500
72,2022-10-10,90.5,91.93,90.5,91.44,8000
71,2022-10-11,89.06,92.18,89.06,91.74,6000
70,2022-10-12,91.68,93.0,91.68,92.0,47000
69,2022-10-13,92.99,92.99,92.5,92.5,5000
68,2022-10-14,91.5,91.5,91.1,91.1,4000
67,2022-10-17,91.0,91.0,90.06,90.06,1000
66,2022-10-18,91.9,91.9,91.88,91.89,3000
65,2022-10-19,91.97,94.0,91.97,93.0,48000
64,2022-10-20,93.88,93.88,93.88,93.88,500
63,2022-10-21,93.49,93.5,93.45,93.48,3500
62,2022-10-24,93.0,93.0,93.0,93.0,500
61,2022-10-25,94.0,97.0,94.0,96.35,47500
60,2022-10-26,95.6,97.5,95.0,95.04,12500
59,2022-10-27,96.45,97.49,95.51,96.0,21000
58,2022-10-28,96.1,96.49,95.5,95.81,19000
57,2022-10-31,95.56,97.5,95.5,96.31,19000
97,2022-11-01,96.4,97.5,96.4,96.96,36000
96,2022-11-02,90.01,91.0,89.0,89.88,32000
95,2022-11-03,90.5,90.5,89.26,89.46,7000
94,2022-11-04,88.55,91.5,88.55,91.39,10000
93,2022-11-07,90.51,92.0,90.51,91.84,7500
92,2022-11-08,91.45,92.78,91.45,92.62,6500
91,2022-11-10,93.0,93.49,93.0,93.0,9500
90,2022-11-14,93.0,93.5,93.0,93.5,44000
89,2022-11-15,93.0,93.0,92.0,92.69,22000
88,2022-11-16,92.01,96.99,92.0,95.24,64000
87,2022-11-17,94.9,96.0,94.9,95.0,7500
86,2022-11-18,94.98,95.0,94.98,95.0,1000
85,2022-11-21,95.75,95.75,95.75,95.75,1000
84,2022-11-22,95.49,99.0,95.49,97.4,56000
83,2022-11-23,97.05,97.05,97.0,97.0,1500
82,2022-11-24,97.0,98.45,97.0,98.23,2500
81,2022-11-25,99.0,99.0,98.8,98.99,11500
80,2022-11-28,104.0,104.0,96.51,97.0,7500
79,2022-11-29,96.01,97.6,96.0,96.01,11000
78,2022-11-30,96.0,96.51,96.0,96.0,43000
118,2022-12-01,97.0,97.0,96.45,96.45,1500
117,2022-12-02,96.5,96.5,95.5,95.53,2000
116,2022-12-05,99.9,99.9,94.11,95.25,4500
115,2022-12-06,95.25,95.25,93.5,93.7,5000
114,2022-12-07,93.05,95.5,93.05,95.5,4500
113,2022-12-08,97.49,97.49,97.4,97.4,2000
112,2022-12-09,96.5,96.5,96.5,96.5,1000
111,2022-12-12,95.58,97.45,95.57,97.45,2500
110,2022-12-13,97.5,97.99,96.45,97.95,14500
109,2022-12-14,96.05,96.05,96.0,96.0,1000
108,2022-12-15,99.98,102.0,98.02,99.0,30000
107,2022-12-16,97.5,97.5,97.5,97.5,20500
106,2022-12-19,97.0,97.0,95.5,96.0,25500
105,2022-12-20,95.5,95.5,94.99,94.99,4000
104,2022-12-21,94.95,94.95,94.05,94.35,1500
103,2022-12-22,94.01,96.49,94.0,96.07,13500
102,2022-12-23,95.5,95.5,95.0,95.0,18000
101,2022-12-26,95.0,96.0,94.01,94.51,50500
100,2022-12-27,96.0,96.5,94.5,94.5,13000
99,2022-12-29,94.5,94.5,94.5,94.5,3000
98,2022-12-30,94.5,94.5,94.5,94.5,1000
